"Name","Year","Rating","Tags","Watched.Date","Average.Rating","Runtime","Genre","Director","Actor","Writer","Editor","Cinematographer","Composer","Producer","Studio","Country","Language"
"Blade Runner",1982,4.5,"blu-ray","2020-04-27",4.1,117,"drama","Ridley Scott","Harrison Ford","Philip K. Dick","Marsha Nakashima","Jordan Cronenweth","Vangelis","Michael Deeley","Shaw Brothers","USA","English"
"Blade Runner 2049",2017,4.5,"blu-ray","2020-04-28",4.09,164,"science-fiction","Denis Villeneuve","Ryan Gosling","Hampton Fancher","Joe Walker","Roger Deakins","Hans Zimmer","Ridley Scott","Torridon Films","Canada","English"
"The Piano Teacher",2001,4,"streaming","2020-05-05",4.05,131,"drama","Michael Haneke","Isabelle Huppert","Michael Haneke","Nadine Muse","Christian Berger","Francis Haines","Veit Heiduschka","ARTE","Germany","French"
"Gerald's Game",2017,2.5,"streaming","2020-05-10",3.21,104,"thriller","Mike Flanagan","Carla Gugino","Stephen King","Mike Flanagan","Michael Fimognari","Andrew Grush","Trevor Macy","Intrepid Pictures","USA","English"
"Unbreakable",2000,4.5,"streaming","2020-05-10",3.67,106,"thriller","M. Night Shyamalan","Bruce Willis","M. Night Shyamalan","Dylan Tichenor","Eduardo Serra","James Newton Howard","Sam Mercer","Limited Edition Productions Inc.","USA","English"
"Inside Llewyn Davis",2013,4.5,"streaming","2020-05-12",3.99,104,"music","Joel Coen","Oscar Isaac","Joel Coen","Joel Coen","Bruno Delbonnel",NA,"Joel Coen","CBS Films","USA","English"
"The Grand Budapest Hotel",2014,4,"streaming","2020-05-13",4.2,100,"comedy","Wes Anderson","Ralph Fiennes","Wes Anderson","Barney Pilling","Robert D. Yeoman","Alexandre Desplat","Scott Rudin","Fox Searchlight Pictures","Germany","English"
"Rope",1948,3.5,"streaming","2020-05-14",4.05,81,"thriller","Alfred Hitchcock","James Stewart","Ben Hecht","William H. Ziegler","William V. Skall","David Buttolph","Alfred Hitchcock","Transatlantic Pictures","USA","English"
"The Nice Guys",2016,3.5,"streaming","2020-05-16",3.77,116,"action","Shane Black","Russell Crowe","Shane Black","Joel Negron","Philippe Rousselot","John Ottman","Joel Silver","Silver Pictures","UK","English"
"The Death of Dick Long",2019,3,"streaming","2020-05-18",3.32,100,"drama","Daniel Scheinert","Michael Abbott Jr.","Billy Chew","Paul Rogers","Ashley Connor","Andy Hull","Melodie Sisk","A24","USA","English"
"(500) Days of Summer",2009,3,"streaming","2020-05-18",3.64,95,"drama","Marc Webb","Joseph Gordon-Levitt","Scott Neustadter","Alan Edward Bell","Eric Steelberg","Mychael Danna","Steven J. Wolfe","Fox Searchlight Pictures","USA","English"
"Taste of Cherry",1997,4,"streaming","2020-05-19",4.18,99,"drama","Abbas Kiarostami","Homayoun Ershadi","Abbas Kiarostami","Abbas Kiarostami","Homayun Payvar",NA,"Abbas Kiarostami","Kanoon","France","Persian (Farsi)"
"Children of Men",2006,4.5,"streaming","2020-05-21",4.21,109,"action","Alfonso Cuarón","Clive Owen","Alfonso Cuarón","Alfonso Cuarón","Emmanuel Lubezki","John Tavener","Iain Smith","Universal Pictures","UK","English"
"The Invitation",2015,3,"streaming","2020-05-25",3.33,100,"thriller","Karyn Kusama","Logan Marshall-Green","Phil Hay",NA,"Bobby Shore","Theodore Shapiro","Phil Hay","XYZ Films","USA","English"
"Before Sunrise",1995,4.5,"blu-ray","2020-05-30",4.31,101,"romance","Richard Linklater","Ethan Hawke","Richard Linklater","Sandra Adair","Lee Daniel","Fred Frith","Anne Walker-McBay","Castle Rock Entertainment","Austria","English"
"Before Sunset",2004,4.5,"blu-ray","2020-05-30",4.29,80,"romance","Richard Linklater","Ethan Hawke","Richard Linklater","Sandra Adair","Lee Daniel",NA,"Richard Linklater","Warner Independent Pictures (WIP)","USA","English"
"Before Midnight",2013,4.5,"blu-ray","2020-05-31",4.08,109,"romance","Richard Linklater","Ethan Hawke","Richard Linklater","Sandra Adair","Christos Voudouris","Graham Reynolds","Richard Linklater","Castle Rock Entertainment","Greece","English"
"The Wind Rises",2013,4,"","2020-06-03",3.97,126,"family","Hayao Miyazaki","Hideaki Anno","Hayao Miyazaki","Takeshi Seyama","Atsushi Okui","Joe Hisaishi","Toshio Suzuki","Studio Ghibli","Japan","Japanese"
"Kubo and the Two Strings",2016,3.5,"streaming","2020-06-05",3.89,102,"family","Travis Knight","Art Parkinson","Chris Butler","Christopher Murrie","Frank Passingham","Dario Marianelli","Travis Knight","Laika Entertainment","Japan","English"
"13th",2016,NA,"streaming","2020-06-06",4.28,100,"documentary","Ava DuVernay","Jelani Cobb","Ava DuVernay","Spencer Averick","Kira Kelly","Jason Moran","Angus Wall","Kandoo Films","USA","English"
"In the Mood for Love",2000,5,"streaming","2020-06-09",4.36,99,"drama","Wong Kar-wai","Tony Leung Chiu-wai","Wong Kar-wai","William Chang","Christopher Doyle","Michael Galasso","Wong Kar-wai","Block 2 Pictures","China","Cantonese"
"Twin Peaks",1989,NA,"streaming","2020-06-10",4.51,116,"horror","David Lynch","Kyle MacLachlan","David Lynch","Duwayne Dunham","Ronald Víctor García","Angelo Badalamenti","David Lynch","Lynch Entertainment","USA","English"
"The Handmaiden",2016,4,"streaming","2020-06-11",4.36,145,"romance","Park Chan-wook","Kim Min-hee","Park Chan-wook","Kim Sang-bum","Jeong Jeong-hun","Cho Young-wook","Park Chan-wook","Moho Film","South Korea","Korean"
"Da 5 Bloods",2020,4,"streaming","2020-06-12",3.55,156,"war","Spike Lee","Delroy Lindo","Spike Lee","Adam Gough","Newton Thomas Sigel","Terence Blanchard","Lloyd Levin","40 Acres and a Mule Filmworks","USA","English"
"Twin Peaks: Fire Walk with Me",1992,4.5,"streaming","2020-06-14",4.02,135,"drama","David Lynch","Sheryl Lee","David Lynch","Mary Sweeney","Ronald Víctor García","Angelo Badalamenti","David Lynch","New Line Cinema","USA","English"
"Do the Right Thing",1989,5,"blu-ray","2020-06-15",4.34,120,"drama","Spike Lee","Danny Aiello","Spike Lee","Barry Alexander Brown","Ernest R. Dickerson","Bill Lee","Spike Lee","40 Acres and a Mule Filmworks","USA","English"
"Pariah",2011,4.5,"streaming","2020-06-16",3.99,86,"drama","Dee Rees","Adepero Oduye","Dee Rees","Mako Kamitsuna","Bradford Young","Tamar-kali","Spike Lee","NorthStar Pictures","USA","English"
"Moonlight",2016,5,"streaming","2020-06-18",4.21,111,"drama","Barry Jenkins","Trevante Rhodes","Barry Jenkins","Nat Sanders","James Laxton","Nicholas Britell","Brad Pitt","A24","UK","English"
"Twin Peaks: The Missing Pieces",2014,NA,"streaming","2020-06-19",3.85,91,"mystery","David Lynch","Frank Silva","David Lynch","David Lynch","Ronald Víctor García","Angelo Badalamenti",NA,NA,"USA","English"
"Twin Peaks: The Return",2017,NA,"streaming","2020-06-30",4.56,1014,"thriller","David Lynch","Kyle MacLachlan","Mark Frost",NA,"Peter Deming",NA,"Mark Frost","Showtime Networks","France","English"
"Her",2013,4.5,"streaming","2020-07-01",4.06,126,"romance","Spike Jonze","Joaquin Phoenix","Spike Jonze","Jeff Buchanan","Hoyte van Hoytema","Owen Pallett","Daniel Lupi","Annapurna Pictures","USA","English"
"The Florida Project",2017,4.5,"streaming","2020-07-01",4.1,112,"drama","Sean Baker","Willem Dafoe","Sean Baker","Sean Baker","Alexis Zabe","Lorne Balfe","Sean Baker","Cre Film","USA","English"
"Blue Velvet",1986,3.5,"streaming","2020-07-02",4.08,120,"thriller","David Lynch","Kyle MacLachlan","David Lynch","Duwayne Dunham","Frederick Elmes","Angelo Badalamenti","Dino De Laurentiis","DEG","USA","English"
"Road Trip",2000,1,"streaming","2020-07-04",2.73,93,"adventure","Todd Phillips","Breckin Meyer","Todd Phillips","Sheldon Kahn","Mark Irwin","Michael Simpson","Ivan Reitman","The Montecito Picture Company","USA","English"
"WHAT DID JACK DO?",2017,NA,"streaming","2020-07-05",3.31,17,"crime","David Lynch","Jack Cruz","David Lynch","David Lynch","Scott Andrew Ressler","David Lynch","Sabrina S. Sutherland","Absurda","USA","English"
"Eraserhead",1977,4.5,"streaming","2020-07-09",3.91,89,"fantasy","David Lynch","Jack Nance","David Lynch","David Lynch","Frederick Elmes","David Lynch","David Lynch","American Film Institute (AFI)","USA","English"
"Palm Springs",2020,3.5,"streaming","2020-07-17",3.78,90,"comedy","Max Barbakow","Andy Samberg","Andy Siara","Andrew Dickler","Quyen Tran","Matthew Compton","Akiva Schaffer","Limelight","USA","English"
"Shirley",2020,4,"streaming","2020-07-20",3.38,107,"drama","Josephine Decker","Elisabeth Moss","Sarah Gubbins","David Barker","Sturla Brandth Grøvlen","Tamar-kali","Martin Scorsese","Killer Films","USA","English"
"20th Century Women",2016,4,"streaming","2020-07-21",3.97,119,"drama","Mike Mills","Annette Bening","Mike Mills","Leslie Jones","Sean Porter","Roger Neill","Anne Carey","Annapurna Pictures","USA","English"
"Cam",2018,2,"streaming","2020-07-25",3.01,95,"thriller","Daniel Goldhaber","Madeline Brewer","Isabelle Link-Levy","Daniel Garber","Katelin Arizmendi","Gavin Brivik","Adam Hendricks","Divide / Conquer","USA","English"
"Mulholland Drive",2001,4.5,"blu-ray","2020-07-28",4.2,147,"thriller","David Lynch","Naomi Watts","David Lynch","Mary Sweeney","Peter Deming","Angelo Badalamenti","Alain Sarde","Asymmetrical Productions","France","English"
"Assassination Nation",2018,2.5,"streaming","2020-07-30",3.15,108,"crime","Sam Levinson","Odessa Young","Sam Levinson","Ron Patane","Marcell Rév","Ian Hultquist","David S. Goyer","Bron Studios","Canada","English"
"There Will Be Blood",2007,5,"streaming","2020-07-30",4.39,158,"drama","Paul Thomas Anderson","Daniel Day-Lewis","Paul Thomas Anderson","Dylan Tichenor","Robert Elswit","Jonny Greenwood","Scott Rudin","Paramount Vantage","USA","English"
"The Evil Dead",1981,3.5,"","2020-08-02",3.72,85,"horror","Sam Raimi","Bruce Campbell","Sam Raimi","Edna Ruth Paul","Tim Philo","Joseph LoDuca","Sam Raimi","Renaissance Pictures","USA","English"
"Eraserhead",1977,4.5,"blu-ray","2020-08-02",3.91,89,"fantasy","David Lynch","Jack Nance","David Lynch","David Lynch","Frederick Elmes","David Lynch","David Lynch","American Film Institute (AFI)","USA","English"
"The Truman Show",1998,4.5,"streaming","2020-08-06",4.14,103,"comedy","Peter Weir","Jim Carrey","Andrew Niccol","William M. Anderson","Peter Biziou","Burkhard von Dallwitz","Scott Rudin","Paramount","USA","English"
"The Babysitter",2017,1,"streaming","2020-08-11",2.8,85,"comedy","McG","Judah Lewis","Brian Duffield","Martin Bernfeld","Shane Hurlbut","Douglas Pipes","McG","Wonderland Sound and Vision","USA","English"
"Twin Peaks: Fire Walk with Me",1992,5,"blu-ray","2020-08-11",4.02,135,"drama","David Lynch","Sheryl Lee","David Lynch","Mary Sweeney","Ronald Víctor García","Angelo Badalamenti","David Lynch","New Line Cinema","USA","English"
"Spirited Away",2001,4.5,"streaming","2020-08-21",4.47,125,"fantasy","Hayao Miyazaki","Rumi Hiiragi","Hayao Miyazaki","Takeshi Seyama","Atsushi Okui","Joe Hisaishi","Toshio Suzuki","Studio Ghibli","Japan","Japanese"
"Them That Follow",2019,2.5,"streaming","2020-08-24",2.92,98,"thriller","Dan Madison Savage","Alice Englert","Dan Madison Savage","Joshua Raymond Lee","Brett Jutkiewicz","Garth Stevenson","Gerard Butler","Amasia Entertainment","USA","English"
"At Eternity's Gate",2018,3.5,"streaming","2020-08-26",3.63,111,"drama","Julian Schnabel","Willem Dafoe","Julian Schnabel","Julian Schnabel","Benoît Delhomme","Tatiana Lisovskaya","Jon Kilik","Iconoclast","France","English"
"Bill & Ted's Excellent Adventure",1989,3.5,"streaming","2020-08-26",3.65,90,"adventure","Stephen Herek","Keanu Reeves","Ed Solomon","Larry Bock","Tim Suhrstedt","David Newman","Scott Kroopf","Orion Pictures","USA","English"
"Twin Peaks: Fire Walk with Me",1992,5,"blu-ray","2020-08-27",4.02,135,"drama","David Lynch","Sheryl Lee","David Lynch","Mary Sweeney","Ronald Víctor García","Angelo Badalamenti","David Lynch","New Line Cinema","USA","English"
"Candyman",1992,3.5,"streaming","2020-08-28",3.64,100,"drama","Bernard Rose","Virginia Madsen","Bernard Rose","Dan Rae","Anthony B. Richmond","Philip Glass","Steve Golin","Propaganda Films","USA","English"
"Tenet",2020,3,"theatre","2020-09-01",3.42,150,"science-fiction","Christopher Nolan","John David Washington","Christopher Nolan","Jennifer Lame","Hoyte van Hoytema","Ludwig Göransson","Christopher Nolan","Warner Bros. Pictures","UK","English"
"The Immigrant",1917,NA,"","2020-09-03",3.65,24,"comedy","Charlie Chaplin","Charlie Chaplin","Charlie Chaplin","Charlie Chaplin","Roland Totheroh",NA,"Charlie Chaplin","Lone Star Corporation","USA","English"
"The Boat",1921,NA,"","2020-09-03",3.61,26,"comedy","Buster Keaton","Buster Keaton","Buster Keaton",NA,NA,NA,NA,NA,"USA","English"
"A Woman",1915,NA,"","2020-09-03",3.19,23,"comedy","Charlie Chaplin","Charlie Chaplin","Charlie Chaplin","Charlie Chaplin","Harry Ensign",NA,"Jess Robbins","The Essanay Film Manufacturing Company","USA","English"
"Whiplash",2014,5,"streaming","2020-09-04",4.35,107,"drama","Damien Chazelle","Miles Teller","Damien Chazelle","Tom Cross","Sharone Meir","Justin Hurwitz","Jeffrey Stott","Bold Films","USA","English"
"Synecdoche, New York",2008,NA,"streaming","2020-09-06",4.12,124,"drama","Charlie Kaufman","Philip Seymour Hoffman","Charlie Kaufman","Robert Frazen","Frederick Elmes","Jon Brion","Charlie Kaufman","Likely Story","USA","English"
"The Story of a Cheat",1936,4,"streaming","2020-09-10",3.79,81,"drama","Sacha Guitry","Sacha Guitry","Sacha Guitry","Myriam Borsoutsky","Marcel Lucien","Adolphe Borchard","Serge Sandberg","Cinéas","France","French"
"I'm Thinking of Ending Things",2020,NA,"streaming","2020-09-11",3.49,135,"mystery","Charlie Kaufman","Jesse Plemons","Charlie Kaufman","Robert Frazen","Lukasz Zal","Jay Wadley","Charlie Kaufman","Likely Story","USA","English"
"Bill & Ted's Bogus Journey",1991,4,"streaming","2020-09-12",3.29,93,"comedy","Peter Hewitt","Keanu Reeves","Ed Solomon","David Finfer","Oliver Wood","David Newman","Scott Kroopf","Orion Pictures","USA","English"
"The New Mutants",2020,2,"theatre","2020-09-15",2.29,94,"Genre Films","Josh Boone","Maisie Williams","Josh Boone","Robb Sullivan","Peter Deming","Mark Snow","Karen Rosenfelt","Marvel Entertainment","USA","English"
"Drive",2011,4.5,"streaming","2020-09-15",3.97,100,"thriller","Nicolas Winding Refn","Ryan Gosling","Hossein Amini","Matthew Newman","Newton Thomas Sigel","Cliff Martinez","Jeffrey Stott","FilmDistrict","USA","English"
"The Personal History of David Copperfield",2019,2.5,"theatre","2020-09-17",3.47,119,"comedy","Armando Iannucci","Dev Patel","Charles Dickens","Mick Audsley","Zac Nicholson","Christopher Willis","Kevin Loader","FilmNation Entertainment","UK","English"
"The Exorcist",1973,4,"streaming","2020-09-20",4.01,122,"horror","William Friedkin","Ellen Burstyn","William Peter Blatty","Norman Gay","Owen Roizman","Jack Nitzsche","Noel Marshall","Hoya Productions","USA","English"
"The Fountain",2006,3,"streaming","2020-09-21",3.49,96,"romance","Darren Aronofsky","Hugh Jackman","Darren Aronofsky","Jay Rabinowitz","Matthew Libatique","Clint Mansell","Iain Smith","Regency Enterprises","Canada","English"
"Four Bags Full",1956,3,"streaming","2020-09-21",3.56,80,"comedy","Claude Autant-Lara","Jean Gabin","Marcel Aymé",NA,"Jacques Natteau",NA,NA,"Continental Produzione","France","French"
"Don't Look Now: We're Being Shot At",1966,4,"streaming","2020-09-25",3.81,132,"war","Gérard Oury","Bourvil","Danièle Thompson","Albert Jurgenson","Claude Renoir","Georges Auric","Robert Dorfmann","Les Films Corona","France","French"
"Bill & Ted Face the Music",2020,2.5,"streaming","2020-09-29",3.17,92,"adventure","Dean Parisot","Keanu Reeves","Ed Solomon","Don Zimmerman","Shelly Johnson","Mark Isham","Steven Soderbergh","FGM Entertainment","USA","English"
"Monsieur Hulot's Holiday",1953,3.5,"streaming","2020-10-02",3.69,87,"comedy","Jacques Tati","Jacques Tati","Jacques Tati",NA,"Jacques Mercanton","Alain Romans","Jacques Tati","Cady","France","French"
"The Purge",2013,1,"streaming","2020-10-07",2.67,86,"science-fiction","James DeMonaco","Ethan Hawke","James DeMonaco","Peter Gvozdas","Jacques Jouffret","Nathan Whitehead","Michael Bay","Universal Pictures","France","English"
"Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan",2006,3.5,"streaming","2020-10-07",3.65,84,"comedy","Larry Charles","Sacha Baron Cohen","Sacha Baron Cohen","Craig Alpert","Luke Geissbuhler","Erran Baron Cohen","Sacha Baron Cohen","20th Century Fox","UK","English"
"The Mad Adventures of Rabbi Jacob",1973,3.5,"streaming","2020-10-09",3.63,100,"comedy","Gérard Oury","Louis de Funès","Danièle Thompson","Albert Jurgenson","Henri Decaë","Vladimir Cosma","Bertrand Javal","Horse Film","France","French"
"Killer Klowns from Outer Space",1988,3.5,"streaming","2020-10-11",3.24,88,"comedy","Stephen Chiodo","Grant Cramer","Stephen Chiodo","Christopher Roth","Alfred Taylor","John Massari","Paul Mason","Sarlui / Diamant Production","USA","English"
"Eraserhead",1977,4.5,"blu-ray","2020-10-13",3.91,89,"fantasy","David Lynch","Jack Nance","David Lynch","David Lynch","Frederick Elmes","David Lynch","David Lynch","American Film Institute (AFI)","USA","English"
"The African Doctor",2016,2.5,"streaming","2020-10-16",3.34,94,"comedy","Julien Rambaldi","Marc Zinga","Benoît Graffin","Stéphane Pereira","Yannick Ressigeac","Emmanuel Rambaldi","Olivier Delbosc","Fidélité Films","Belgium","French"
"Little Shop of Horrors",1986,4,"streaming","2020-10-16",3.8,94,"comedy","Frank Oz","Rick Moranis","Howard Ashman","John Jympson","Robert Paynter","Miles Goodman","David Geffen","Geffen Pictures","USA","English"
"The Thing",1982,4,"streaming","2020-10-19",4.31,109,"science-fiction","John Carpenter","Kurt Russell","Bill Lancaster","Todd C. Ramsay","Dean Cundey","Ennio Morricone","David Foster","Universal Pictures","USA","English"
"Little Shop of Horrors",1986,4.5,"streaming","2020-10-22",3.8,94,"comedy","Frank Oz","Rick Moranis","Howard Ashman","John Jympson","Robert Paynter","Miles Goodman","David Geffen","Geffen Pictures","USA","English"
"La Cage aux Folles",1978,3,"streaming","2020-10-23",3.54,92,"comedy","Édouard Molinaro","Ugo Tognazzi","Jean Poiret","Monique Isnardon","Armando Nannuzzi","Ennio Morricone","Marcello Danon","United Artists","France","French"
"The Texas Chain Saw Massacre",1974,4,"streaming","2020-10-24",3.91,83,"horror","Tobe Hooper","Marilyn Burns","Tobe Hooper","J. Larry Carroll","Daniel Pearl","Tobe Hooper","Tobe Hooper","Vortex","USA","English"
"Borat Subsequent Moviefilm",2020,3.5,"streaming","2020-10-26",3.32,96,"comedy","Jason Woliner","Sacha Baron Cohen","Sacha Baron Cohen","Craig Alpert","Luke Geissbuhler","Erran Baron Cohen","Sacha Baron Cohen","Amazon Studios","USA","English"
"Boys State",2020,4,"streaming","2020-10-28",3.96,109,"documentary","Jesse Moss","Ben Feinstein",NA,"Jeff Seymann Gilbert","Thorsten Thielow","T. Griffin","Davis Guggenheim","Concordia Studio","USA","English"
"Slack Bay",2016,2.5,"streaming","2020-10-30",3.09,124,"comedy","Bruno Dumont","Fabrice Luchini","Bruno Dumont","Bruno Dumont","Guillaume Deffontaines",NA,"Rachid Bouchareb","Twenty Twenty Vision Filmproduktion GmbH","Belgium","French"
"Mulholland Drive",2001,5,"theatre","2020-11-01",4.2,147,"thriller","David Lynch","Naomi Watts","David Lynch","Mary Sweeney","Peter Deming","Angelo Badalamenti","Alain Sarde","Asymmetrical Productions","France","English"
"Twin Peaks: Fire Walk with Me",1992,5,"theatre","2020-11-01",4.02,135,"drama","David Lynch","Sheryl Lee","David Lynch","Mary Sweeney","Ronald Víctor García","Angelo Badalamenti","David Lynch","New Line Cinema","USA","English"
"Blood Simple",1984,4,"streaming","2020-11-02",3.87,97,"thriller","Joel Coen","John Getz","Joel Coen","Joel Coen","Barry Sonnenfeld","Carter Burwell","Ethan Coen","River Road Productions","USA","English"
"2 Days in Paris",2007,3.5,"streaming","2020-11-05",3.27,96,"comedy","Julie Delpy","Julie Delpy","Julie Delpy","Julie Delpy","Lubomir Bakchev","Julie Delpy","Julie Delpy","3L Filmproduktion GmbH","France","English"
"Paris, Texas",1984,4,"streaming","2020-11-09",4.33,146,"drama","Wim Wenders","Harry Dean Stanton","Sam Shepard","Peter Przygodda","Robby Müller","Ry Cooder","Wim Wenders","Channel Four Films","Germany","English"
"The King of Comedy",1982,4.5,"streaming","2020-11-11",4.15,109,"comedy","Martin Scorsese","Robert De Niro","Paul D. Zimmerman","Thelma Schoonmaker","Fred Schuler","Robbie Robertson","Arnon Milchan","Embassy International Pictures","USA","English"
"Taxi Driver",1976,4.5,"blu-ray","2020-11-12",4.24,114,"drama","Martin Scorsese","Robert De Niro","Paul Schrader","Tom Rolf","Michael Chapman","Bernard Herrmann","Julia Phillips","Italo/Judeo Productions","USA","English"
"French Twist",1995,2.5,"streaming","2020-11-13",3.05,95,"comedy","Josiane Balasko","Victoria Abril","Josiane Balasko","Claudine Merlin","Gérard de Battista","Manuel Malou","Pierre Grunstein","Les Films Flam","France","French"
"After Hours",1985,4,"streaming","2020-11-16",4.01,97,"drama","Martin Scorsese","Griffin Dunne","Joseph Minion","Thelma Schoonmaker","Michael Ballhaus","Howard Shore","Robert F. Colesberry","Double Play","USA","English"
"Uncut Gems",2019,4.5,"streaming","2020-11-17",3.95,136,"drama","Josh Safdie","Adam Sandler","Josh Safdie","Benny Safdie","Darius Khondji","Daniel Lopatin","Martin Scorsese","A24","USA","English"
"Family Resemblances",1996,3,"streaming","2020-11-20",3.65,110,"comedy","Cédric Klapisch","Jean-Pierre Bacri","Cédric Klapisch","Francine Sandberg","Benoît Delhomme","Philippe Eidel","Charles Gassot","Téléma Productions","France","French"
"Come and See",1985,5,"streaming","2020-11-22",4.58,142,"drama","Elem Klimov","Aleksei Kravchenko","Ales Adamovich","Valeriya Belova","Alexey Rodionov","Oleg Yanchenko",NA,"Belarusfilm","USSR","Russian"
"Twelve Monkeys",1995,3.5,"streaming","2020-11-25",3.8,129,"thriller","Terry Gilliam","Bruce Willis","Janet Peoples","Mick Audsley","Roger Pratt","Paul Buckmaster","Charles Roven","Universal Pictures","USA","English"
"Dog Day Afternoon",1975,4.5,"streaming","2020-11-26",4.21,125,"drama","Sidney Lumet","Al Pacino","Frank Pierson","Dede Allen","Victor J. Kemper",NA,"Martin Bregman","Artists Entertainment Complex","USA","English"
"An American Werewolf in London",1981,4,"streaming","2020-11-29",3.85,97,"horror","John Landis","David Naughton","John Landis","Malcolm Campbell","Robert Paynter","Elmer Bernstein","Peter Guber","Universal Pictures","UK","English"
"Persona",1966,5,"streaming","2020-11-29",4.38,84,"drama","Ingmar Bergman","Bibi Andersson","Ingmar Bergman","Ulla Ryghe","Sven Nykvist","Lars Johan Werle","Ingmar Bergman","SF Studios","Sweden","Swedish"
"Welcome to the Sticks",2008,3,"streaming","2020-11-30",3.21,106,"comedy","Dany Boon","Kad Merad","Alexandre Charlot","Luc Barnier","Pierre Aïm","Philippe Rombi","Claude Berri","TF1 Films Production","France","French"
"OPAL",2020,NA,"","2020-12-03",4.26,13,"music","Jack Stauber","Jack Stauber","Jack Stauber",NA,NA,NA,"Keith Crofford","Adult Swim","USA","English"
"He Even Has Your Eyes",2016,2.5,"streaming","2020-12-04",3.12,95,"comedy","Lucien Jean-Baptiste","Lucien Jean-Baptiste","Lucien Jean-Baptiste",NA,NA,NA,NA,"uFund","France","French"
"Evil Dead II",1987,2.5,"streaming","2020-12-04",4.03,84,"fantasy","Sam Raimi","Bruce Campbell","Sam Raimi","Kaye Davis","Peter Deming","Joseph LoDuca","Robert Tapert","Rosebud Releasing Corporation","USA","English"
"OPAL",2020,NA,"","2020-12-04",4.26,13,"music","Jack Stauber","Jack Stauber","Jack Stauber",NA,NA,NA,"Keith Crofford","Adult Swim","USA","English"
"Cape Fear",1991,3.5,"streaming","2020-12-08",3.62,128,"thriller","Martin Scorsese","Robert De Niro","John D. MacDonald","Thelma Schoonmaker","Freddie Francis","Bernard Herrmann","Robert De Niro","Universal Pictures","USA","English"
"They Shoot Horses, Don't They?",1969,4.5,"streaming","2020-12-18",4.09,120,"drama","Sydney Pollack","Jane Fonda","James Poe","Fredric Steinkamp","Philip H. Lathrop","Johnny Green","Irwin Winkler","Palomar Pictures International","USA","English"
"Shrek",2001,4,"streaming","2020-12-19",3.93,90,"family","Andrew Adamson","Mike Myers","Ted Elliott","Sim Evan-Jones",NA,"Harry Gregson-Williams","Steven Spielberg","DreamWorks Animation","USA","English"
"Lost Highway",1997,4,"streaming","2020-12-20",3.94,134,"drama","David Lynch","Bill Pullman","David Lynch","Mary Sweeney","Peter Deming","Angelo Badalamenti","Tom Sternberg","CiBy 2000","USA","English"
"Hot Fuzz",2007,4,"streaming","2020-12-22",4.04,121,"action","Edgar Wright","Simon Pegg","Edgar Wright","Chris Dickens","Jess Hall","David Arnold","Natascha Wharton","Universal Pictures","France","English"
"The Wolf of Wall Street",2013,4.5,"theatre","2020-12-26",4,180,"comedy","Martin Scorsese","Leonardo DiCaprio","Terence Winter","Thelma Schoonmaker","Rodrigo Prieto",NA,"Martin Scorsese","EMJAG Productions","USA","English"
"2001: A Space Odyssey",1968,5,"theatre","2020-12-29",4.32,149,"science-fiction","Stanley Kubrick","Keir Dullea","Stanley Kubrick","Ray Lovejoy","Geoffrey Unsworth",NA,"Stanley Kubrick","Stanley Kubrick Productions","UK","English"
"Inland Empire",2006,NA,"blu-ray","2021-01-01",3.73,180,"mystery","David Lynch","Laura Dern","David Lynch","David Lynch","David Lynch",NA,"Laura Dern","Fundacja Kultury","Poland","English"
"Soul",2020,3.5,"streaming","2021-01-01",4.06,101,"family","Pete Docter","Jamie Foxx","Pete Docter","Kevin Nolting","Ian Megibben","Trent Reznor","Dan Scanlon","Walt Disney Pictures","USA","English"
"My Dinner with Andre",1981,5,"streaming","2021-01-05",3.99,110,"drama","Louis Malle","Wallace Shawn","Wallace Shawn","Suzanne Baron","Jeri Sopanen","Allen Shawn","George W. George","The Andre Company","USA","English"
"Promising Young Woman",2020,3,"theatre","2021-01-06",3.72,114,"crime","Emerald Fennell","Carey Mulligan","Emerald Fennell","Frédéric Thoraval","Benjamin Kracun","Anthony B. Willis","Carey Mulligan","LuckyChap Entertainment","USA","English"
"Grave of the Fireflies",1988,4,"streaming","2021-01-07",4.35,89,"drama","Isao Takahata","Tsutomu Tatsumi","Isao Takahata","Takeshi Seyama","Nobuo Koyama","Michio Mamiya","Tooru Hara","Studio Ghibli","Japan","Japanese"
"Sound of Metal",2019,4,"streaming","2021-01-18",4.13,121,"drama","Darius Marder","Riz Ahmed","Derek Cianfrance","Mikkel E.G. Nielsen","Daniël Bouquet","Nicolas Becker","Riz Ahmed","Caviar","USA","English"
"Lost in Translation",2003,3.5,"streaming","2021-01-21",3.89,102,"comedy","Sofia Coppola","Bill Murray","Sofia Coppola","Sarah Flack","Lance Acord","Kevin Shields","Francis Ford Coppola","American Zoetrope","Japan","English"
"Boogie Nights",1997,4,"streaming","2021-01-22",4.17,156,"drama","Paul Thomas Anderson","Burt Reynolds","Paul Thomas Anderson","Dylan Tichenor","Robert Elswit","Michael Penn","Lawrence Gordon","New Line Cinema","USA","English"
"The Big Lebowski",1998,5,"streaming","2021-01-25",4.12,117,"comedy","Joel Coen","Jeff Bridges","Joel Coen","Joel Coen","Roger Deakins","Carter Burwell","Ethan Coen","Gramercy Pictures","UK","English"
